,Player ID,Player Name,Height,Weight,Birthday,Age,School,Team ID,TEAM_NAME,TEAM_CITY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,Player,PER,G
168,1627826,Ivica Zubac,7-0,240,"MAR 18, 1997",25.0,Mega Basket,1610612746,Clippers,LA,2016,2.0,32.0,Ivica Zubac,19.2,76.0
169,1628392,Isaiah Hartenstein,7-0,250,"MAY 05, 1998",24.0,Zalgiris,1610612746,Knicks,New York,2017,2.0,43.0,Isaiah Hartenstein,22.0,68.0
170,201566,Russell Westbrook,6-3,200,"NOV 12, 1988",33.0,UCLA,1610612747,Lakers,Los Angeles,2008,1.0,4.0,Russell Westbrook,15.0,78.0
171,201961,Wayne Ellington,6-4,207,"NOV 29, 1987",34.0,North Carolina,1610612747,Lakers,Los Angeles,2009,1.0,28.0,Wayne Ellington,9.9,43.0
172,203076,Anthony Davis,6-10,253,"MAR 11, 1993",29.0,Kentucky,1610612747,Lakers,Los Angeles,2012,1.0,1.0,Anthony Davis,23.9,40.0
173,201571,D.J. Augustin,5-11,183,"NOV 10, 1987",34.0,Texas-Austin,1610612747,Lakers,Los Angeles,2008,1.0,9.0,D.J. Augustin,9.7,55.0
174,1629659,Talen Horton-Tucker,6-4,234,"NOV 25, 2000",21.0,Iowa State,1610612747,Jazz,Utah,2019,2.0,46.0,Talen Horton-Tucker,11.0,60.0
175,2544,LeBron James,6-9,250,"DEC 30, 1984",37.0,St. Vincent-St. Mary HS (OH),1610612747,Lakers,Los Angeles,2003,1.0,1.0,LeBron James,26.2,56.0
176,2546,Carmelo Anthony,6-7,238,"MAY 29, 1984",38.0,Syracuse,1610612747,Lakers,Los Angeles,2003,1.0,3.0,Carmelo Anthony,14.8,69.0
177,203145,Kent Bazemore,6-4,195,"JUL 01, 1989",32.0,Old Dominion,1610612747,Lakers,Los Angeles,Undrafted,3.0,61.0,Kent Bazemore,6.0,39.0
178,1628370,Malik Monk,6-3,200,"FEB 04, 1998",24.0,Kentucky,1610612747,Kings,Sacramento,2017,1.0,11.0,Malik Monk,14.4,76.0
180,1626169,Stanley Johnson,6-6,242,"MAY 29, 1996",26.0,Arizona,1610612747,Lakers,Los Angeles,2015,1.0,8.0,Stanley Johnson,10.5,48.0
181,1630559,Austin Reaves,6-5,197,"MAY 29, 1998",24.0,Oklahoma,1610612747,Lakers,Los Angeles,Undrafted,3.0,61.0,Austin Reaves,11.5,61.0
182,202340,Avery Bradley,6-3,180,"NOV 26, 1990",31.0,Texas-Austin,1610612747,Lakers,Los Angeles,2010,1.0,19.0,Avery Bradley,7.8,62.0
183,1629117,Wenyen Gabriel,6-9,205,"MAR 26, 1997",25.0,Kentucky,1610612747,Lakers,Los Angeles,Undrafted,3.0,61.0,Wenyen Gabriel,12.5,26.0
184,1630644,Mac McClung,6-2,185,"JAN 06, 1999",23.0,Texas Tech,1610612747,Lakers,Los Angeles,Undrafted,3.0,61.0,Mac McClung,5.2,2.0
185,2730,Dwight Howard,6-10,265,"DEC 08, 1985",36.0,SW Atlanta Christian Academy (GA),1610612747,Lakers,Los Angeles,2004,1.0,1.0,Dwight Howard,18.2,60.0
186,1630222,Mason Jones,6-4,200,"JUL 21, 1998",23.0,Arkansas,1610612747,Lakers,Los Angeles,Undrafted,3.0,61.0,Mason Jones,17.8,4.0
187,1629216,Gabe Vincent,6-3,200,"JUN 14, 1996",26.0,California-Santa Barbara,1610612748,Heat,Miami,Undrafted,3.0,61.0,Gabe Vincent,10.6,68.0
188,203506,Victor Oladipo,6-4,213,"MAY 04, 1992",30.0,Indiana,1610612748,Heat,Miami,2013,1.0,2.0,Victor Oladipo,16.8,8.0
189,200768,Kyle Lowry,6-0,196,"MAR 25, 1986",36.0,Villanova,1610612748,Heat,Miami,2006,1.0,24.0,Kyle Lowry,15.0,63.0
190,202693,Markieff Morris,6-9,245,"SEP 02, 1989",32.0,Kansas,1610612748,Nets,Brooklyn,2011,1.0,13.0,Markieff Morris,10.9,17.0
191,1628539,Mychal Mulder,6-3,195,"JUN 12, 1994",28.0,Kentucky,1610612748,Heat,Miami,Undrafted,3.0,61.0,Mychal Mulder,3.7,17.0
192,1628389,Bam Adebayo,6-9,255,"JUL 18, 1997",24.0,Kentucky,1610612748,Heat,Miami,2017,1.0,14.0,Bam Adebayo,21.8,56.0
193,1629639,Tyler Herro,6-5,195,"JAN 20, 2000",22.0,Kentucky,1610612748,Heat,Miami,2019,1.0,13.0,Tyler Herro,16.2,66.0
194,1630606,Javonte Smart,6-4,205,"JUN 03, 1999",23.0,Louisiana State,1610612748,Heat,Miami,Undrafted,3.0,61.0,Javonte Smart,5.1,17.0
195,1628997,Caleb Martin,6-5,205,"SEP 28, 1995",26.0,Nevada,1610612748,Heat,Miami,Undrafted,3.0,61.0,Caleb Martin,14.8,60.0
196,200782,P.J. Tucker,6-5,245,"MAY 05, 1985",37.0,Texas,1610612748,76ers,Philadelphia,2006,2.0,35.0,P.J. Tucker,11.3,71.0
197,203473,Dewayne Dedmon,7-0,245,"AUG 12, 1989",32.0,Southern California,1610612748,Heat,Miami,Undrafted,3.0,61.0,Dewayne Dedmon,15.9,67.0
198,202710,Jimmy Butler,6-7,230,"SEP 14, 1989",32.0,Marquette,1610612748,Heat,Miami,2011,1.0,30.0,Jimmy Butler,23.6,57.0
199,1629312,Haywood Highsmith,6-4,220,"DEC 09, 1996",25.0,Wheeling Jesuit,1610612748,Heat,Miami,2018,3.0,61.0,Haywood Highsmith,7.0,19.0
200,1629622,Max Strus,6-5,215,"MAR 28, 1996",26.0,DePaul,1610612748,Heat,Miami,Undrafted,3.0,61.0,Max Strus,12.7,68.0
201,2617,Udonis Haslem,6-8,235,"JUN 09, 1980",42.0,Florida,1610612748,Heat,Miami,Undrafted,3.0,61.0,Udonis Haslem,8.6,13.0
202,1629130,Duncan Robinson,6-7,215,"APR 22, 1994",28.0,Michigan,1610612748,Heat,Miami,Undrafted,3.0,61.0,Duncan Robinson,10.6,79.0
203,1630209,Omer Yurtseven,6-11,275,"JUN 19, 1998",24.0,Georgetown,1610612748,Heat,Miami,Undrafted,3.0,61.0,Omer Yurtseven,17.4,56.0
204,201588,George Hill,6-4,188,"MAY 04, 1986",36.0,Indiana-Purdue Indianapolis,1610612749,Bucks,Milwaukee,2008,1.0,26.0,George Hill,10.2,54.0
205,1628975,Jevon Carter,6-1,200,"SEP 14, 1995",26.0,West Virginia,1610612749,Bucks,Milwaukee,2018,2.0,32.0,Jevon Carter,9.6,66.0
207,1628960,Grayson Allen,6-4,198,"OCT 08, 1995",26.0,Duke,1610612749,Bucks,Milwaukee,2018,1.0,21.0,Grayson Allen,12.7,66.0
208,1626171,Bobby Portis,6-10,250,"FEB 10, 1995",27.0,Arkansas,1610612749,Bucks,Milwaukee,2015,1.0,22.0,Bobby Portis,17.7,72.0
209,201572,Brook Lopez,7-0,282,"APR 01, 1988",34.0,Stanford,1610612749,Bucks,Milwaukee,2008,1.0,10.0,Brook Lopez,16.0,13.0
210,1629670,Jordan Nwora,6-8,225,"SEP 09, 1998",23.0,Louisville,1610612749,Bucks,Milwaukee,2020,2.0,45.0,Jordan Nwora,9.9,62.0
211,201950,Jrue Holiday,6-3,205,"JUN 12, 1990",32.0,UCLA,1610612749,Bucks,Milwaukee,2009,1.0,17.0,Jrue Holiday,19.8,67.0
212,203114,Khris Middleton,6-7,222,"AUG 12, 1991",30.0,Texas A&M,1610612749,Bucks,Milwaukee,2012,2.0,39.0,Khris Middleton,18.1,66.0
213,202083,Wesley Matthews,6-4,220,"OCT 14, 1986",35.0,Marquette,1610612749,Bucks,Milwaukee,Undrafted,3.0,61.0,Wesley Matthews,6.9,49.0
214,1626192,Pat Connaughton,6-5,209,"JAN 06, 1993",29.0,Notre Dame,1610612749,Bucks,Milwaukee,2015,2.0,41.0,Pat Connaughton,13.4,65.0
215,201586,Serge Ibaka,6-10,235,"SEP 18, 1989",32.0,Ricoh Manresa,1610612749,Bucks,Milwaukee,2008,1.0,24.0,Serge Ibaka,14.4,54.0
216,1629623,Lindell Wigginton,6-1,189,"MAR 28, 1998",24.0,Iowa State,1610612749,Bucks,Milwaukee,2019,3.0,61.0,Lindell Wigginton,10.2,19.0
217,203507,Giannis Antetokounmpo,6-11,242,"DEC 06, 1994",27.0,Filathlitikos,1610612749,Bucks,Milwaukee,2013,1.0,15.0,Giannis Antetokounmpo,32.1,67.0
218,203648,Thanasis Antetokounmpo,6-6,219,"JUL 18, 1992",29.0,Panathinaikos,1610612749,Bucks,Milwaukee,2014,2.0,51.0,Thanasis Antetokounmpo,12.5,48.0
219,1630572,Sandro Mamukelashvili,6-9,240,"MAY 23, 1999",23.0,Seton Hall,1610612749,Bucks,Milwaukee,2021,2.0,54.0,Sandro Mamukelashvili,14.7,41.0
220,1629730,Rayjon Tucker,6-3,209,"SEP 24, 1997",24.0,Arkansas-Little Rock,1610612749,Bucks,Milwaukee,Undrafted,3.0,61.0,Rayjon Tucker,17.7,5.0
221,1626156,D'Angelo Russell,6-4,193,"FEB 23, 1996",26.0,Ohio State,1610612750,Timberwolves,Minnesota,2015,1.0,2.0,D'Angelo Russell,16.3,65.0
222,1630162,Anthony Edwards,6-4,225,"AUG 05, 2001",20.0,Georgia,1610612750,Timberwolves,Minnesota,2020,1.0,1.0,Anthony Edwards,16.5,72.0
223,1630183,Jaden McDaniels,6-9,185,"SEP 29, 2000",21.0,Washington,1610612750,Timberwolves,Minnesota,2020,1.0,28.0,Jaden McDaniels,10.3,70.0
224,1629669,Jaylen Nowell,6-4,201,"JUL 09, 1999",22.0,Washington,1610612750,Timberwolves,Minnesota,2019,2.0,43.0,Jaylen Nowell,16.8,62.0
225,1627736,Malik Beasley,6-4,187,"NOV 26, 1996",25.0,Florida State,1610612750,Jazz,Utah,2016,1.0,19.0,Malik Beasley,11.9,79.0
226,1629162,Jordan McLaughlin,5-11,185,"APR 09, 1996",26.0,Southern California,1610612750,Timberwolves,Minnesota,Undrafted,3.0,61.0,Jordan McLaughlin,13.4,62.0
227,1629020,Jarred Vanderbilt,6-9,214,"APR 03, 1999",23.0,Kentucky,1610612750,Jazz,Utah,2018,2.0,41.0,Jarred Vanderbilt,15.3,74.0
228,1630195,Leandro Bolmaro,6-6,200,"SEP 11, 2000",21.0,FC Barcelona,1610612750,Jazz,Utah,2020,1.0,23.0,Leandro Bolmaro,5.4,35.0
229,1627774,Jake Layman,6-8,209,"MAR 07, 1994",28.0,Maryland,1610612750,Timberwolves,Minnesota,2016,2.0,47.0,Jake Layman,9.0,34.0
230,1629675,Naz Reid,6-9,264,"AUG 26, 1999",22.0,Louisiana State,1610612750,Timberwolves,Minnesota,Undrafted,3.0,61.0,Naz Reid,17.2,77.0
231,1627752,Taurean Prince,6-6,218,"MAR 22, 1994",28.0,Baylor,1610612750,Timberwolves,Minnesota,2016,1.0,12.0,Taurean Prince,12.4,69.0
232,1630233,Nathan Knight,6-10,253,"SEP 20, 1997",24.0,William & Mary,1610612750,Timberwolves,Minnesota,Undrafted,3.0,61.0,Nathan Knight,18.7,37.0
233,202328,Greg Monroe,6-10,250,"JUN 04, 1990",32.0,Georgetown,1610612750,Timberwolves,Minnesota,2010,1.0,7.0,Greg Monroe,19.5,14.0
234,1629006,Josh Okogie,6-4,213,"SEP 01, 1998",23.0,Georgia Tech,1610612750,Suns,Phoenix,2018,1.0,20.0,Josh Okogie,9.0,49.0
235,201976,Patrick Beverley,6-1,180,"JUL 12, 1988",33.0,Arkansas,1610612750,Lakers,Los Angeles,2009,2.0,42.0,Patrick Beverley,14.8,58.0
236,1630593,McKinley Wright IV,5-11,192,"OCT 25, 1998",23.0,Colorado,1610612750,Mavericks,Dallas,Undrafted,3.0,61.0,McKinley Wright IV,9.5,5.0
237,1626157,Karl-Anthony Towns,6-11,248,"NOV 15, 1995",26.0,Kentucky,1610612750,Timberwolves,Minnesota,2015,1.0,1.0,Karl-Anthony Towns,24.1,74.0
238,203083,Andre Drummond,6-10,279,"AUG 10, 1993",28.0,Connecticut,1610612751,Bulls,Chicago,2012,1.0,9.0,Andre Drummond,21.0,73.0
239,1628971,Bruce Brown,6-4,202,"AUG 15, 1996",25.0,Miami,1610612751,Nuggets,Denver,2018,2.0,42.0,Bruce Brown,15.0,72.0
240,201933,Blake Griffin,6-9,250,"MAR 16, 1989",33.0,Oklahoma,1610612751,Celtics,Boston,2009,1.0,1.0,Blake Griffin,13.7,56.0
241,1630561,David Duke Jr.,6-4,204,"OCT 13, 1999",22.0,Providence,1610612751,Nets,Brooklyn,Undrafted,3.0,61.0,David Duke Jr.,10.0,22.0
242,201142,Kevin Durant,6-10,240,"SEP 29, 1988",33.0,Texas,1610612751,Nets,Brooklyn,2007,1.0,2.0,Kevin Durant,25.6,55.0
243,201988,Patty Mills,6-0,180,"AUG 11, 1988",33.0,St. Mary's,1610612751,Nets,Brooklyn,2009,2.0,55.0,Patty Mills,10.4,81.0
244,201609,Goran Dragic,6-3,190,"MAY 06, 1986",36.0,Union Olimpija,1610612751,Bulls,Chicago,2008,2.0,45.0,Goran Dragic,10.0,21.0
246,202681,Kyrie Irving,6-2,195,"MAR 23, 1992",30.0,Duke,1610612751,Nets,Brooklyn,2011,1.0,1.0,Kyrie Irving,21.4,29.0
247,203925,Joe Harris,6-6,220,"SEP 06, 1991",30.0,Virginia,1610612751,Nets,Brooklyn,2014,2.0,33.0,Joe Harris,9.6,14.0
248,1630556,Kessler Edwards,6-7,203,"AUG 09, 2000",21.0,Pepperdine,1610612751,Nets,Brooklyn,2021,2.0,44.0,Kessler Edwards,8.3,48.0
249,1630549,Day'Ron Sharpe,6-9,265,"NOV 06, 2001",20.0,North Carolina,1610612751,Nets,Brooklyn,2021,1.0,29.0,Day'Ron Sharpe,20.7,32.0
250,200746,LaMarcus Aldridge,6-11,250,"JUL 19, 1985",36.0,Texas-Austin,1610612751,Nets,Brooklyn,2006,1.0,2.0,LaMarcus Aldridge,19.6,47.0
251,1630560,Cam Thomas,6-3,210,"OCT 13, 2001",20.0,Louisiana State,1610612751,Nets,Brooklyn,2021,1.0,27.0,Cam Thomas,11.7,67.0
252,203552,Seth Curry,6-2,185,"AUG 23, 1990",31.0,Duke,1610612751,Nets,Brooklyn,Undrafted,3.0,61.0,Seth Curry,13.7,64.0
253,1629651,Nic Claxton,6-11,215,"APR 17, 1999",23.0,Georgia,1610612751,Nets,Brooklyn,2019,2.0,31.0,Nic Claxton,18.6,47.0
254,1629717,Armoni Brooks,6-3,195,"JUN 05, 1998",24.0,Houston,1610612761,Raptors,Toronto,2019,3.0,61.0,Armoni Brooks,8.4,54.0
255,1628384,O.G. Anunoby,6-7,232,"JUL 17, 1997",24.0,Indiana,1610612761,Raptors,Toronto,2017,1.0,23.0,O.G. Anunoby,14.8,48.0
256,1630567,Scottie Barnes,6-7,225,"AUG 01, 2001",20.0,Florida State,1610612761,Raptors,Toronto,2021,1.0,4.0,Scottie Barnes,16.3,74.0
257,1630173,Precious Achiuwa,6-8,225,"SEP 19, 1999",22.0,Memphis,1610612761,Raptors,Toronto,2020,1.0,20.0,Precious Achiuwa,12.7,73.0
258,1630551,Justin Champagnie,6-6,206,"JUN 29, 2001",21.0,Pittsburgh,1610612761,Raptors,Toronto,Undrafted,3.0,61.0,Justin Champagnie,13.6,36.0
259,1630525,David Johnson,6-4,203,"FEB 26, 2001",21.0,Louisville,1610612761,Raptors,Toronto,2021,2.0,47.0,David Johnson,-20.0,2.0
260,1629004,Svi Mykhailiuk,6-7,205,"JUN 10, 1997",25.0,Kansas,1610612761,Knicks,New York,2018,2.0,47.0,Svi Mykhailiuk,9.6,56.0
261,1629067,Isaac Bonga,6-8,180,"NOV 08, 1999",22.0,Skyliners Frankfurt,1610612761,Raptors,Toronto,2018,2.0,39.0,Isaac Bonga,8.7,15.0
262,1629139,Yuta Watanabe,6-9,215,"OCT 13, 1994",27.0,George Washington,1610612761,Nets,Brooklyn,Undrafted,3.0,61.0,Yuta Watanabe,11.5,38.0
263,201152,Thaddeus Young,6-8,235,"JUN 21, 1988",34.0,Georgia Tech,1610612761,Raptors,Toronto,2007,1.0,12.0,Thaddeus Young,17.0,52.0
264,1630201,Malachi Flynn,6-1,175,"MAY 09, 1998",24.0,San Diego State,1610612761,Raptors,Toronto,2020,1.0,29.0,Malachi Flynn,11.7,44.0
265,1627832,Fred VanVleet,6-1,197,"FEB 25, 1994",28.0,Wichita State,1610612761,Raptors,Toronto,Undrafted,3.0,61.0,Fred VanVleet,17.3,65.0
266,203920,Khem Birch,6-9,233,"SEP 28, 1992",29.0,UNLV,1610612761,Raptors,Toronto,Undrafted,3.0,61.0,Khem Birch,13.2,55.0
267,1628449,Chris Boucher,6-9,200,"JAN 11, 1993",29.0,Oregon,1610612761,Raptors,Toronto,Undrafted,3.0,61.0,Chris Boucher,17.9,80.0
268,1629018,Gary Trent Jr.,6-5,209,"JAN 18, 1999",23.0,Duke,1610612761,Raptors,Toronto,2018,2.0,37.0,Gary Trent Jr.,14.7,70.0
269,1627783,Pascal Siakam,6-8,230,"APR 02, 1994",28.0,New Mexico State,1610612761,Raptors,Toronto,2016,1.0,27.0,Pascal Siakam,20.3,68.0
270,1630625,Dalano Banton,6-7,204,"NOV 07, 1999",22.0,Nebraska,1610612761,Raptors,Toronto,2021,2.0,46.0,Dalano Banton,10.0,64.0
271,1629672,Eric Paschall,6-6,255,"NOV 04, 1996",25.0,Villanova,1610612762,Jazz,Utah,2019,2.0,41.0,Eric Paschall,13.9,58.0
272,203903,Jordan Clarkson,6-4,194,"JUN 07, 1992",30.0,Missouri,1610612762,Jazz,Utah,2014,2.0,46.0,Jordan Clarkson,14.9,79.0
273,1630235,Trent Forrest,6-4,210,"JUN 12, 1998",24.0,Florida State,1610612762,Hawks,Atlanta,Undrafted,3.0,61.0,Trent Forrest,10.9,60.0
274,1629638,Nickeil Alexander-Walker,6-5,205,"SEP 02, 1998",23.0,Virginia Tech,1610612762,Jazz,Utah,2019,1.0,17.0,Nickeil Alexander-Walker,10.5,65.0
275,200752,Rudy Gay,6-8,250,"AUG 17, 1986",35.0,Connecticut,1610612762,Jazz,Utah,2006,1.0,8.0,Rudy Gay,13.0,55.0
276,201144,Mike Conley,6-1,175,"OCT 11, 1987",34.0,Ohio State,1610612762,Jazz,Utah,2007,1.0,4.0,Mike Conley,17.2,72.0
277,1630215,Jared Butler,6-3,193,"AUG 25, 2000",21.0,Baylor,1610612762,Jazz,Utah,2021,2.0,40.0,Jared Butler,12.1,42.0
278,1630270,Xavier Sneed,6-5,215,"DEC 21, 1997",24.0,Kansas State,1610612762,Jazz,Utah,Undrafted,3.0,61.0,Xavier Sneed,0.4,9.0
279,1628962,Udoka Azubuike,7-0,270,"SEP 17, 1999",22.0,Kansas,1610612762,Jazz,Utah,2020,1.0,27.0,Udoka Azubuike,17.6,17.0
280,202355,Hassan Whiteside,7-0,265,"JUN 13, 1989",33.0,Marshall,1610612762,Jazz,Utah,2010,2.0,33.0,Hassan Whiteside,22.9,65.0
281,1626220,Royce O'Neale,6-5,226,"JUN 05, 1993",29.0,Baylor,1610612762,Nets,Brooklyn,Undrafted,3.0,61.0,Royce O'Neale,10.3,77.0
282,1627863,Danuel House Jr.,6-6,220,"JUN 07, 1993",29.0,Texas A&M,1610612762,76ers,Philadelphia,Undrafted,3.0,61.0,Danuel House Jr.,10.6,42.0
283,203497,Rudy Gobert,7-1,258,"JUN 26, 1992",30.0,Cholet,1610612762,Timberwolves,Minnesota,2013,1.0,27.0,Rudy Gobert,24.7,66.0
285,202711,Bojan Bogdanovic,6-7,226,"APR 18, 1989",33.0,Fenerbahce,1610612762,Pistons,Detroit,2011,2.0,31.0,Bojan Bogdanovic,15.7,69.0
286,1628378,Donovan Mitchell,6-1,215,"SEP 07, 1996",25.0,Louisville,1610612762,Cavaliers,Cleveland,2017,1.0,13.0,Donovan Mitchell,21.6,67.0
287,1629001,De'Anthony Melton,6-2,200,"MAY 28, 1998",24.0,Southern California,1610612763,76ers,Philadelphia,2018,2.0,46.0,De'Anthony Melton,15.2,73.0
288,203937,Kyle Anderson,6-9,230,"SEP 20, 1993",28.0,UCLA,1610612763,Timberwolves,Minnesota,2014,1.0,30.0,Kyle Anderson,14.4,69.0
289,1630214,Xavier Tillman,6-8,245,"JAN 12, 1999",23.0,Michigan State,1610612763,Grizzlies,Memphis,2020,2.0,35.0,Xavier Tillman,15.1,53.0
290,1630179,Tyrell Terry,6-2,160,"SEP 28, 2000",21.0,Stanford,1610612763,Grizzlies,Memphis,2020,2.0,31.0,Tyrell Terry,20.0,2.0
291,203500,Steven Adams,6-11,265,"JUL 20, 1993",28.0,Pittsburgh,1610612763,Grizzlies,Memphis,2013,1.0,12.0,Steven Adams,17.6,76.0
292,1630582,Yves Pons,6-5,206,"MAY 07, 1999",23.0,Tennessee,1610612763,Grizzlies,Memphis,Undrafted,3.0,61.0,Yves Pons,5.9,12.0
293,1630583,Santi Aldama,6-11,215,"JAN 10, 2001",21.0,Loyola-Maryland,1610612763,Grizzlies,Memphis,2021,1.0,30.0,Santi Aldama,10.2,32.0
294,1630533,Ziaire Williams,6-9,185,"SEP 12, 2001",20.0,Stanford,1610612763,Grizzlies,Memphis,2021,1.0,10.0,Ziaire Williams,9.7,62.0
295,1629630,Ja Morant,6-3,174,"AUG 10, 1999",22.0,Murray State,1610612763,Grizzlies,Memphis,2019,1.0,2.0,Ja Morant,24.4,57.0
296,1628991,Jaren Jackson Jr.,6-11,242,"SEP 15, 1999",22.0,Michigan State,1610612763,Grizzlies,Memphis,2018,1.0,4.0,Jaren Jackson Jr.,17.0,78.0
297,1629634,Brandon Clarke,6-8,215,"SEP 19, 1996",25.0,Gonzaga,1610612763,Grizzlies,Memphis,2019,1.0,21.0,Brandon Clarke,23.7,64.0
298,1626145,Tyus Jones,6-0,196,"MAY 10, 1996",26.0,Duke,1610612763,Grizzlies,Memphis,2015,1.0,24.0,Tyus Jones,16.5,73.0
299,1630217,Desmond Bane,6-5,215,"JUN 25, 1998",24.0,TCU,1610612763,Grizzlies,Memphis,2020,1.0,30.0,Desmond Bane,17.6,76.0
300,1629633,Jarrett Culver,6-6,195,"FEB 20, 1999",23.0,Texas Tech,1610612763,Hawks,Atlanta,2019,1.0,6.0,Jarrett Culver,8.7,37.0
301,1628415,Dillon Brooks,6-7,225,"JAN 22, 1996",26.0,Oregon,1610612763,Grizzlies,Memphis,2017,2.0,45.0,Dillon Brooks,15.5,32.0
302,1629681,Killian Tillie,6-9,220,"MAR 05, 1998",24.0,Gonzaga,1610612763,Grizzlies,Memphis,Undrafted,3.0,61.0,Killian Tillie,7.6,36.0
303,1629723,John Konchar,6-5,210,"MAR 22, 1996",26.0,Indiana-Purdue Fort Wayne,1610612763,Grizzlies,Memphis,Undrafted,3.0,61.0,John Konchar,14.0,72.0
304,203484,Kentavious Caldwell-Pope,6-5,204,"FEB 18, 1993",29.0,Georgia,1610612764,Nuggets,Denver,2013,1.0,8.0,Kentavious Caldwell-Pope,12.6,77.0
305,203078,Bradley Beal,6-4,207,"JUN 28, 1993",29.0,Florida,1610612764,Wizards,Washington,2012,1.0,3.0,Bradley Beal,17.5,40.0
306,202397,Ish Smith,6-0,175,"JUL 05, 1988",33.0,Wake Forest,1610612764,Nuggets,Denver,Undrafted,3.0,61.0,Ish Smith,12.5,65.0
307,1630216,Cassius Winston,6-1,185,"FEB 28, 1998",24.0,Michigan State,1610612764,Wizards,Washington,2020,2.0,53.0,Cassius Winston,6.0,7.0
308,204001,Kristaps Porzingis,7-3,240,"AUG 02, 1995",26.0,Cajasol Sevilla,1610612764,Wizards,Washington,2015,1.0,4.0,Kristaps Porzingis,23.7,51.0
309,1629060,Rui Hachimura,6-8,230,"FEB 08, 1998",24.0,Gonzaga,1610612764,Wizards,Washington,2019,1.0,9.0,Rui Hachimura,14.9,42.0
310,1630166,Deni Avdija,6-9,210,"JAN 03, 2001",21.0,Maccabi Tel Aviv,1610612764,Wizards,Washington,2020,1.0,9.0,Deni Avdija,11.6,82.0
311,1628418,Thomas Bryant,6-10,248,"JUL 31, 1997",24.0,Indiana,1610612764,Lakers,Los Angeles,2017,2.0,42.0,Thomas Bryant,16.6,27.0
312,1630225,Isaiah Todd,6-9,219,"OCT 17, 2001",20.0,NBA G League Ignite,1610612764,Wizards,Washington,2021,2.0,31.0,Isaiah Todd,4.7,12.0
313,1630264,Anthony Gill,6-7,230,"OCT 17, 1992",29.0,Virginia,1610612764,Wizards,Washington,Undrafted,3.0,61.0,Anthony Gill,14.7,44.0
314,203526,Raul Neto,6-2,180,"MAY 19, 1992",30.0,Murcia,1610612764,Cavaliers,Cleveland,2013,2.0,47.0,Raul Neto,12.4,70.0
315,1630648,Jordan Schakel,6-6,200,"JUN 13, 1998",24.0,San Diego State,1610612764,Wizards,Washington,Undrafted,3.0,61.0,Jordan Schakel,-1.2,4.0
316,1629655,Daniel Gafford,6-9,234,"OCT 01, 1998",23.0,Arkansas,1610612764,Wizards,Washington,2019,2.0,38.0,Daniel Gafford,21.8,72.0
317,1630176,Vernon Carey Jr.,6-9,270,"FEB 25, 2001",21.0,Duke,1610612764,Wizards,Washington,2020,2.0,32.0,Vernon Carey Jr.,15.8,7.0
318,1630557,Corey Kispert,6-6,224,"MAR 03, 1999",23.0,Gonzaga,1610612764,Wizards,Washington,2021,1.0,15.0,Corey Kispert,10.9,77.0
319,203107,Tomas Satoransky,6-7,210,"OCT 30, 1991",30.0,FC Barcelona,1610612764,Wizards,Washington,2012,2.0,32.0,Tomas Satoransky,10.2,55.0
320,1628398,Kyle Kuzma,6-9,221,"JUL 24, 1995",26.0,Utah,1610612764,Wizards,Washington,2017,1.0,27.0,Kyle Kuzma,15.2,66.0
321,1630595,Cade Cunningham,6-6,220,"SEP 25, 2001",20.0,Oklahoma State,1610612765,Pistons,Detroit,2021,1.0,1.0,Cade Cunningham,13.1,64.0
322,1629035,Carsen Edwards,5-11,200,"MAR 12, 1998",24.0,Purdue,1610612765,Celtics,Boston,2019,2.0,33.0,Carsen Edwards,5.5,4.0
323,1628402,Frank Jackson,6-3,205,"MAY 04, 1998",24.0,Duke,1610612765,Pistons,Detroit,2017,2.0,31.0,Frank Jackson,10.6,53.0
324,1628977,Hamidou Diallo,6-5,202,"JUL 31, 1998",23.0,Kentucky,1610612765,Pistons,Detroit,2018,2.0,45.0,Hamidou Diallo,15.7,58.0
325,1630165,Killian Hayes,6-5,195,"JUL 27, 2001",20.0,Ratiopharm Ulm,1610612765,Pistons,Detroit,2020,1.0,7.0,Killian Hayes,9.3,66.0
326,203924,Jerami Grant,6-8,210,"MAR 12, 1994",28.0,Syracuse,1610612765,Trail Blazers,Portland,2014,2.0,39.0,Jerami Grant,16.1,47.0
327,1630587,Isaiah Livers,6-6,232,"JUL 28, 1998",23.0,Michigan,1610612765,Pistons,Detroit,2021,2.0,42.0,Isaiah Livers,11.1,19.0
328,203482,Kelly Olynyk,6-11,240,"APR 19, 1991",31.0,Gonzaga,1610612765,Jazz,Utah,2013,1.0,13.0,Kelly Olynyk,16.7,40.0
329,203585,Rodney McGruder,6-4,205,"JUL 29, 1991",30.0,Kansas State,1610612765,Pistons,Detroit,Undrafted,3.0,61.0,Rodney McGruder,11.6,51.0
330,1630296,Braxton Key,6-8,225,"FEB 14, 1997",25.0,Virginia,1610612765,Pistons,Detroit,Undrafted,3.0,61.0,Braxton Key,13.7,11.0
331,202709,Cory Joseph,6-3,200,"AUG 20, 1991",30.0,Texas,1610612765,Pistons,Detroit,2011,1.0,29.0,Cory Joseph,11.4,65.0
332,1630691,Jamorko Pickett,6-9,206,"DEC 24, 1997",24.0,Georgetown,1610612765,Pistons,Detroit,Undrafted,3.0,61.0,Jamorko Pickett,7.6,13.0
