,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
578,76387,Derrick,Chievous,Derrick Chievous,"Chievous, Derrick",D. Chievous,derrick-chievous,1967-07-03T00:00:00,Missouri,USA,Missouri/USA,6-7,195,3,33,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_derrick_chievous,1988,1990,N,Y,Y,1988,1,16,N
579,432,Pete,Chilcutt,Pete Chilcutt,"Chilcutt, Pete",P. Chilcutt,pete-chilcutt,1968-09-14T00:00:00,North Carolina,USA,North Carolina/USA,6-10,245,9,24,Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,pete_chilcutt,1991,1999,N,Y,Y,1991,1,27,N
580,2735,Josh,Childress,Josh Childress,"Childress, Josh",J. Childress,josh-childress,1983-06-20T00:00:00,Stanford,USA,Stanford/USA,6-8,210,9,,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,josh_childress,2004,2013,Y,Y,Y,2004,1,6,N
581,719,Randolph,Childress,Randolph Childress,"Childress, Randolph",R. Childress,randolph-childress,1972-09-21T00:00:00,Wake Forest,USA,Wake Forest/USA,6-2,188,2,,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,randolph_childress,1995,1996,N,Y,Y,1995,1,19,N
582,164,Chris,Childs,Chris Childs,"Childs, Chris",C. Childs,chris-childs,1967-11-20T00:00:00,Boise State,USA,Boise State/USA,6-3,195,9,,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,chris_childs,1994,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N
583,1629185,Chris,Chiozza,Chris Chiozza,"Chiozza, Chris",C. Chiozza,chris-chiozza,1995-11-21T00:00:00,Florida,USA,Florida/USA,5-11,175,5,2,Guard,Inactive,Y,1610612744,Warriors,GSW,warriors,Golden State,chris_chiozza,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
584,76391,Leroy,Chollet,Leroy Chollet,"Chollet, Leroy",L. Chollet,leroy-chollet,1925-03-05T00:00:00,Canisius,USA,Canisius/USA,6-2,190,2,11,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_leroy_chollet,1949,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,N
585,76392,Jim,Chones,Jim Chones,"Chones, Jim",J. Chones,jim-chones,1949-11-30T00:00:00,Marquette,USA,Marquette/USA,6-11,220,8,9,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_jim_chones,1974,1981,N,Y,Y,1973,2,31,N
586,1627737,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,marquese-chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,6-9,240,7,35,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,marquese_chriss,2016,2021,N,Y,Y,2016,1,8,N
587,76393,Fred,Christ,Fred Christ,"Christ, Fred",F. Christ,fred-christ,1930-08-06T00:00:00,Fordham,USA,Fordham/USA,6-4,210,1,9,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_fred_christ,1954,1954,N,Y,Y,Undrafted,Undrafted,Undrafted,N
588,76394,Cal,Christensen,Cal Christensen,"Christensen, Cal",C. Christensen,cal-christensen,1927-06-08T00:00:00,Toledo,USA,Toledo/USA,6-5,210,5,18,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_cal_christensen,1950,1954,N,Y,Y,1950,5,,N
589,76395,Bob,Christian,Bob Christian,"Christian, Bob",B. Christian,bob-christian,1944-05-11T00:00:00,Grambling,USA,Grambling/USA,6-10,255,4,31,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_bob_christian,1970,1973,N,Y,Y,1969,8,109,N
590,57,Doug,Christie,Doug Christie,"Christie, Doug",D. Christie,doug-christie,1970-05-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-6,205,15,,Guard-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,doug_christie,1992,2006,N,Y,Y,1992,1,17,N
591,1631108,Max,Christie,Max Christie,"Christie, Max",M. Christie,max-christie,2003-02-10T00:00:00,Michigan State,USA,Michigan State/USA,6-5,190,0,10,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,max_christie,2022,2022,N,Y,Y,2022,2,35,N
592,202091,Dionte,Christmas,Dionte Christmas,"Christmas, Dionte",D. Christmas,dionte-christmas,1986-09-15T00:00:00,Temple,USA,Temple/USA,,,2,,,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,dionte_christmas,2013,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
593,1626176,Rakeem,Christmas,Rakeem Christmas,"Christmas, Rakeem",R. Christmas,rakeem-christmas,1991-12-01T00:00:00,Syracuse,USA,Syracuse/USA,6-9,250,3,25,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,rakeem_christmas,2015,2016,Y,Y,Y,2015,2,36,N
594,203902,Semaj,Christon,Semaj Christon,"Christon, Semaj",S. Christon,semaj-christon,1992-11-01T00:00:00,Xavier,USA,Xavier/USA,6-3,190,2,6,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,semaj_christon,2016,2016,Y,Y,Y,2014,2,55,N
595,1630528,Josh,Christopher,Josh Christopher,"Christopher, Josh",J. Christopher,josh-christopher,2001-12-08T00:00:00,Arizona State,USA,Arizona State/USA,6-4,215,1,9,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,josh_christopher,2021,2022,Y,Y,Y,2021,1,24,N
596,203565,Patrick,Christopher,Patrick Christopher,"Christopher, Patrick",P. Christopher,patrick-christopher,1988-06-03T00:00:00,California,USA,California/USA,,,1,,,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,patrick_christopher,2014,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
597,928,Robert,Churchwell,Robert Churchwell,"Churchwell, Robert",R. Churchwell,robert-churchwell,1972-02-20T00:00:00,Georgetown,USA,Georgetown/USA,6-6,195,1,21,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,robert_churchwell,1995,1995,N,Y,Y,Undrafted,Undrafted,Undrafted,N
598,76397,Archie,Clark,Archie Clark,"Clark, Archie",A. Clark,archie-clark,1941-07-15T00:00:00,Minnesota,USA,Minnesota/USA,6-2,175,10,11,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_archie_clark,1966,1975,N,Y,Y,1966,4,37,N
599,76398,Carlos,Clark,Carlos Clark,"Clark, Carlos",C. Clark,carlos-clark,1960-08-10T00:00:00,Mississippi,USA,Mississippi/USA,6-4,210,2,40,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_carlos_clark,1983,1984,N,Y,Y,1983,4,91,N
600,201947,Earl,Clark,Earl Clark,"Clark, Earl",E. Clark,earl-clark,1988-01-17T00:00:00,Louisville,USA,Louisville/USA,6-10,234,6,55,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,earl_clark,2009,2014,Y,Y,Y,2009,1,14,N
601,1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,gary-clark,1994-11-16T00:00:00,Cincinnati,USA,Cincinnati/USA,6-6,225,5,12,Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,gary_clark,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
602,1721,Keon,Clark,Keon Clark,"Clark, Keon",K. Clark,keon-clark,1975-04-16T00:00:00,UNLV,USA,UNLV/USA,6-11,221,7,13,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,keon_clark,1998,2003,N,Y,Y,1998,1,13,N
603,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,3,15,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2022,N,Y,Y,2019,1,21,N
604,1626262,Coty,Clarke,Coty Clarke,"Clarke, Coty",C. Clarke,coty-clarke,1992-07-04T00:00:00,Arkansas,USA,Arkansas/USA,6-7,225,1,,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,coty_clarke,2015,2015,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
605,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-5,194,8,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2022,Y,Y,Y,2014,2,46,N
606,1628492,Gian,Clavell,Gian Clavell,"Clavell, Gian",G. Clavell,gian-clavell,1993-11-26T00:00:00,Colorado State,Puerto Rico,Colorado State/Puerto Rico,6-4,185,1,,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,gian_clavell,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
607,201964,Victor,Claver,Victor Claver,"Claver, Victor",V. Claver,victor-claver,1988-08-30T00:00:00,Valenica,Spain,Valencia/Spain,,,3,,,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,victor_claver,2012,2016,Y,Y,Y,2009,1,22,N
608,1127,Charles,Claxton,Charles Claxton,"Claxton, Charles",C. Claxton,charles-claxton,1970-12-13T00:00:00,Georgia,USA,Georgia/USA,7-0,265,1,51,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,charles_claxton,1995,1995,N,Y,Y,1994,2,50,N
609,1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,3,33,Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2022,Y,Y,Y,2019,2,31,N
610,2049,Speedy,Claxton,Speedy Claxton,"Claxton, Speedy",S. Claxton,speedy-claxton,1978-05-08T00:00:00,Hofstra,USA,Hofstra/USA,5-11,170,8,12,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,speedy_claxton,2001,2008,N,Y,Y,2000,1,20,N
611,76402,Jim,Cleamons,Jim Cleamons,"Cleamons, Jim",J. Cleamons,jim-cleamons,1949-09-13T00:00:00,Ohio State,USA,Ohio State/USA,6-3,185,9,35,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_jim_cleamons,1971,1979,N,Y,Y,1971,1,13,N
612,2043,Mateen,Cleaves,Mateen Cleaves,"Cleaves, Mateen",M. Cleaves,mateen-cleaves,1977-09-07T00:00:00,Michigan State,USA,Michigan State/USA,6-2,210,7,,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,mateen_cleaves,2000,2005,Y,Y,Y,2000,1,14,N
613,76403,John,Clemens,John Clemens,"Clemens, John",J. Clemens,john-clemens,1943-05-01T00:00:00,Ohio Wesleyan,USA,Ohio Wesleyan/USA,6-6,210,11,40,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_barry_clemens,1965,1975,N,Y,Y,1965,3,19,N
614,1629598,Chris,Clemons,Chris Clemons,"Clemons, Chris",C. Clemons,chris-clemons,1997-07-23T00:00:00,Campbell,USA,Campbell/USA,5-9,180,2,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,chris_clemons,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
615,1628499,Antonius,Cleveland,Antonius Cleveland,"Cleveland, Antonius",A. Cleveland,antonius-cleveland,1994-02-02T00:00:00,S.E. Missouri,USA,Southeast Missouri/USA,6-5,195,3,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,antonius_cleveland,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
616,76404,Nat,Clifton,Nat Clifton,"Clifton, Nat",N. Clifton,nat-clifton,1922-10-13T00:00:00,Xavier of Louisiana,USA,Xavier of Louisiana/USA,6-6,220,8,24,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_sweetwater_clifton,1950,1957,N,Y,Y,Undrafted,Undrafted,Undrafted,N
617,76406,Bill,Closs,Bill Closs,"Closs, Bill",B. Closs,bill-closs,1922-01-08T00:00:00,Rice,USA,Rice/USA,6-6,195,3,14,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_bill_closs,1949,1951,N,Y,Y,Undrafted,Undrafted,Undrafted,N
618,1569,Keith,Closs,Keith Closs,"Closs, Keith",K. Closs,keith-closs,1976-04-03T00:00:00,Central Connecticut State,USA,Central Connecticut State/USA,7-3,212,4,33,Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keith_closs,1997,2000,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
619,76407,Paul,Cloyd,Paul Cloyd,"Cloyd, Paul",P. Cloyd,paul-cloyd,1920-06-13T00:00:00,Wisconsin,USA,Wisconsin/USA,6-2,180,1,,Guard,Inactive,N,1610610037,Hawks,WAT,hawks,Waterloo,HISTADD_paul_cloyd,1949,1949,N,Y,Y,1947,,,N
620,76408,Marion,Cluggish,Marion Cluggish,"Cluggish, Marion",M. Cluggish,marion-cluggish,1917-09-18T00:00:00,Kentucky,USA,Kentucky/USA,6-10,235,1,3,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_bob_cluggish,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,N
621,76409,Ben,Clyde,Ben Clyde,"Clyde, Ben",B. Clyde,ben-clyde,1951-06-10T00:00:00,Florida State,USA,Florida State/USA,6-7,198,1,33,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_ben_clyde,1974,1974,N,Y,Y,1974,5,89,N
622,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,3,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
623,76411,Fred,Cofield,Fred Cofield,"Cofield, Fred",F. Cofield,fred-cofield,1962-01-04T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-3,190,2,11,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_fred_cofield,1985,1986,N,Y,Y,1985,4,73,N
624,715,John,Coker,John Coker,"Coker, John",J. Coker,john-coker,1971-10-28T00:00:00,Boise State,USA,Boise State/USA,,,2,,,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,john_coker,1995,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,N
625,202708,Norris,Cole,Norris Cole,"Cole, Norris",N. Cole,norris-cole,1988-10-13T00:00:00,Cleveland State,USA,Cleveland State/USA,6-2,175,7,30,Guard,Inactive,Y,1610612748,Heat,MIA,heat,Miami,norris_cole,2011,2016,N,Y,Y,2011,1,28,N
626,76412,Ben,Coleman,Ben Coleman,"Coleman, Ben",B. Coleman,ben-coleman,1961-11-14T00:00:00,Maryland,USA,Maryland/USA,6-9,235,5,51,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ben_coleman,1986,1993,N,Y,Y,1984,2,37,N
627,934,Derrick,Coleman,Derrick Coleman,"Coleman, Derrick",D. Coleman,derrick-coleman,1967-06-21T00:00:00,Syracuse,USA,Syracuse/USA,6-10,270,15,,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,derrick_coleman,1990,2004,N,Y,Y,1990,1,1,N
628,76413,E.C.,Coleman,E.C. Coleman,"Coleman, E.C.",E. Coleman,ec-coleman,1950-09-25T00:00:00,Houston Baptist,USA,Houston Baptist/USA,6-8,225,6,12,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,New Orleans,HISTADD_ec_coleman,1973,1978,N,Y,Y,1973,3,51,N
629,76414,Jack,Coleman,Jack Coleman,"Coleman, Jack",J. Coleman,jack-coleman,1924-05-23T00:00:00,Louisville,USA,Louisville/USA,6-7,195,9,11,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_jack_coleman,1949,1957,N,Y,Y,1949,2,,N
630,76415,Norris,Coleman,Norris Coleman,"Coleman, Norris",N. Coleman,norris-coleman,1961-09-27T00:00:00,Kansas State,USA,Kansas State/USA,6-8,210,1,45,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_norris_coleman,1987,1987,N,Y,Y,1987,2,38,N
631,902,Bimbo,Coles,Bimbo Coles,"Coles, Bimbo",B. Coles,bimbo-coles,1968-04-22T00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-2,182,15,12,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,bimbo_coles,1990,2003,N,Y,Y,1990,2,40,N
632,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,4,23,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,zach_collins,2017,2022,Y,Y,Y,2017,1,10,N
633,1627858,Kyle,Collinsworth,Kyle Collinsworth,"Collinsworth, Kyle",K. Collinsworth,kyle-collinsworth,1991-10-03T00:00:00,Brigham Young,USA,Brigham Young/USA,6-6,210,2,8,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,kyle_collinsworth,2017,2017,Y,Y,Y,2016,,,N
634,201954,Darren,Collison,Darren Collison,"Collison, Darren",D. Collison,darren-collison,1987-08-23T00:00:00,UCLA,USA,UCLA/USA,6-0,160,11,,Guard,Inactive,N,0,,,,,darren_collison,2009,2021,Y,Y,Y,2009,1,21,N
635,2555,Nick,Collison,Nick Collison,"Collison, Nick",N. Collison,nick-collison,1980-10-26T00:00:00,Kansas,USA,Kansas/USA,6-10,255,15,4,Forward-Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,nick_collison,2003,2017,N,Y,Y,2003,1,12,N
636,76422,Joe,Colone,Joe Colone,"Colone, Joe",J. Colone,joe-colone,1926-01-23T00:00:00,Bloomsburg,USA,Bloomsburg/USA,6-5,210,1,18,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_bells_colone,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,N
637,1629045,Bonzie,Colson,Bonzie Colson,"Colson, Bonzie",B. Colson,bonzie-colson,1996-01-12T00:00:00,Notre Dame,USA,Notre Dame/USA,6-6,225,2,50,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,bonzie_colson,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
638,2173,Sean,Colson,Sean Colson,"Colson, Sean",S. Colson,sean-colson,1975-07-01T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-0,175,2,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,sean_colson,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N
639,306,Steve,Colter,Steve Colter,"Colter, Steve",S. Colter,steve-colter,1962-07-24T00:00:00,New Mexico State,USA,New Mexico State/USA,6-3,165,8,5,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,steve_colter,1984,1994,N,Y,Y,1984,2,33,N
640,76425,Leroy,Combs,Leroy Combs,"Combs, Leroy",L. Combs,leroy-combs,1961-01-01T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-8,210,1,34,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_leroy_combs,1983,1983,N,Y,Y,1983,2,26,N
641,76426,Dallas,Comegys,Dallas Comegys,"Comegys, Dallas",D. Comegys,dallas-comegys,1964-08-17T00:00:00,DePaul,USA,DePaul/USA,6-9,205,2,22,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_dallas_comegys,1987,1988,N,Y,Y,1987,1,21,N
642,76427,Larry,Comley,Larry Comley,"Comley, Larry",L. Comley,larry-comley,1939-08-17T00:00:00,Kansas State,USA,Kansas State/USA,6-5,210,1,52,Guard,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_larry_comley,1963,1963,N,Y,Y,1961,10,91,N
643,76428,Gene,Conley,Gene Conley,"Conley, Gene",G. Conley,gene-conley,1930-11-10T00:00:00,Washington State,USA,Washington State/USA,6-8,225,6,5,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_gene_conley,1952,1963,N,Y,Y,1952,10,,N
644,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,15,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2022,N,Y,Y,2007,1,4,N
645,76429,Ed,Conlin,Ed Conlin,"Conlin, Ed",E. Conlin,ed-conlin,1933-09-02T00:00:00,Fordham,USA,Fordham/USA,6-6,200,7,7,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_ed_conlin,1955,1961,N,Y,Y,1955,1,5,N
646,55,Marty,Conlon,Marty Conlon,"Conlon, Marty",M. Conlon,marty-conlon,1968-01-19T00:00:00,Providence,USA,Providence/USA,6-10,224,9,,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,marty_conlon,1991,1999,N,Y,Y,Undrafted,Undrafted,Undrafted,N
647,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,7,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2022,N,Y,Y,2015,2,41,N
648,76431,Lester,Conner,Lester Conner,"Conner, Lester",L. Conner,lester-conner,1959-09-17T00:00:00,Oregon State,USA,Oregon State/USA,6-4,180,12,7,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_lester_conner,1982,1994,N,Y,Y,1982,1,14,N
649,76432,Chuck,Connors,Chuck Connors,"Connors, Chuck",C. Connors,chuck-connors,1921-04-10T00:00:00,Seton Hall,USA,Seton Hall/USA,6-5,190,2,11,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_chuck_connors,1946,1947,N,Y,Y,Undrafted,Undrafted,Undrafted,N
650,101215,Will,Conroy,Will Conroy,"Conroy, Will",W. Conroy,will-conroy,1982-12-08T00:00:00,Washington,USA,Washington/USA,6-2,195,3,,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,will_conroy,2006,2012,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
651,76433,Anthony,Cook,Anthony Cook,"Cook, Anthony",A. Cook,anthony-cook,1967-03-19T00:00:00,Arizona,USA,Arizona/USA,6-9,205,4,38,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_anthony_cook,1990,1995,N,Y,Y,1989,1,24,N
652,76434,Bert,Cook,Bert Cook,"Cook, Bert",B. Cook,bert-cook,1929-04-26T00:00:00,Utah State,USA,Utah State/USA,6-3,185,1,5,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_bert_cook,1954,1954,N,Y,Y,1952,,,N
653,76436,Jeff,Cook,Jeff Cook,"Cook, Jeff",J. Cook,jeff-cook,1956-10-21T00:00:00,Idaho State,USA,Idaho State/USA,6-10,215,8,45,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_jeff_cook,1979,1987,N,Y,Y,1978,3,49,N
654,76437,Norm,Cook,Norm Cook,"Cook, Norm",N. Cook,norm-cook,1955-03-21T00:00:00,Kansas,USA,Kansas/USA,6-8,210,2,30-52,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_norm_cook,1976,1977,N,Y,Y,1976,1,16,N
655,2241,Omar,Cook,Omar Cook,"Cook, Omar",O. Cook,omar-cook,1982-01-28T00:00:00,St. John's,USA,St. John's/USA,6-1,190,3,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,omar_cook,2001,2004,N,Y,Y,2001,2,31,N
656,1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,quinn-cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,6-1,180,6,,Guard,Inactive,Y,1610612744,Warriors,GSW,warriors,Golden State,quinn_cook,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
657,1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,6-8,255,4,25,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,tyler_cook,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
658,1628429,Charles,Cooke,Charles Cooke,"Cooke, Charles",C. Cooke,charles-cooke,1994-07-01T00:00:00,Dayton,USA,Dayton/USA,6-5,196,2,4,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,charles_cooke,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
659,76439,David,Cooke,David Cooke,"Cooke, David",D. Cooke,david-cooke,1963-09-27T00:00:00,St. Mary's (CA),USA,St. Mary's (CA)/USA,6-8,230,1,14,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_david_cooke,1985,1985,N,Y,Y,Undrafted,Undrafted,Undrafted,N
660,76440,Joe,Cooke,Joe Cooke,"Cooke, Joe",J. Cooke,joe-cooke,1948-08-14T00:00:00,Indiana,USA,Indiana/USA,6-3,175,1,10,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_joe_cooke,1970,1970,N,Y,Y,1970,6,94,N
661,204022,Jack,Cooley,Jack Cooley,"Cooley, Jack",J. Cooley,jack-cooley,1991-04-12T00:00:00,Notre Dame,USA,Notre Dame/USA,6-10,274,2,45,Center-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,jack_cooley,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
662,76442,Chuck,Cooper,Chuck Cooper,"Cooper, Chuck",C. Cooper,chuck-cooper,1926-09-29T00:00:00,Duquesne,USA,Duquesne/USA,6-5,210,6,6,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_chuck_cooper,1950,1955,N,Y,Y,1950,2,,N
663,1030,Duane,Cooper,Duane Cooper,"Cooper, Duane",D. Cooper,duane-cooper,1969-06-25T00:00:00,Southern California,USA,Southern California/USA,6-1,185,2,10,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,duane_cooper,1992,1993,N,Y,Y,1992,2,36,N
664,76443,Joe,Cooper,Joe Cooper,"Cooper, Joe",J. Cooper,joe-cooper,1957-09-01T00:00:00,Colorado,USA,Colorado/USA,6-10,230,3,53,Center,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_joe_cooper,1981,1984,N,Y,Y,1981,5,95,N
